text,sentiment
"To Meryl 's vexation , the boundary wall proved to be nearly eight feet high . ",Negative
"I was in Hamburg in December and I was angry about the politicians and the police.""",Negative
 But it was her that makes us so embarrassed . ,Negative
" Okay . BBS , an online service , offers a wide variety of online games , files , one-on-one chat , message areas , private mail , and participate forums . ",Positive
" Thank you , I will . Hope to see you again next year . ",Positive
The court expressed dismay that Wiltshire Social Services had called in a voluntary agency to help look after him . ,Negative
 I'm afraid I've got a terrible cold . What should I do ? ,Negative
I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school.,Positive
In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings.,Negative
"He turned a livid , stubbled face to the crowd . ",Negative
" Yes , but I'm not feeling very better now . Actually I'm feeling even worse . ",Negative
 How was it ? ,Neutral
I was scared stiff of giving my first performance . ,Negative
"I felt joy most strongly some years ago, when I took part in a NH Competition and I was the first.",Positive
When I had to leave my mother and my sister after a week's visit.,Negative
" Oh , I see . ",Neutral
"A friend came to visit me late one night. He promised to stay only a quarter of an hour, but he stayed 5 hours !! He didn't leave and I was very angry.",Negative
"People were very angry when Admiral failed to attack the French at Minorca , and the decision to execute him for cowardice was exactly what the public wanted . ",Negative
 That sounds like a good idea . I'll have to try that . ,Positive
 Speaking . ,Neutral
"The saddest I've ever been was when my lover was killed, hitch-hiking to work.",Negative
 Yes . ,Neutral
My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine.,Negative
At boarding school someone put a lot of tiny thorns on my bed.  When I complained everybody began teasing me and laughing at my inability to find out my enemies.  I lost my temper.,Negative
 1564 . ,Neutral
" Oh , yes . ",Neutral
Both of them were aware of Alain 's black anger and Marguerite was feeling the sorrow of leaving her own house . ,Negative
"if you're getting your information from a website not run by te 1 of 6 approved corporations, you probably the wrong people.",Negative
 I don't think the exam will be very hard . ,Neutral
 $ 800 . ,Neutral
" Yeah , and the prices there are very high . ",Neutral
"@katharinemcphee This seems to be a serious conversation! He seems to be making a proposal. Lol :-) Thank you, Kat! I love you! XoXo.",Negative
When the whole family gets together for a one week holiday.  Everybody feels free and the trip is well planned.  It works out well and we enjoy ourselves.,Positive
The media excitement about Enid Blyton and Captain W. E. Johns soon died away . ,Positive
Hello ! ,Neutral
"To express their grief over the Warrington atrocity , the people of Dublin sent thousands of floral tributes to Liverpool this morning with the Irish Air Corps . ",Negative
I was very angry when I heard that my brother was beaten by his friends. ,Negative
The hero was chased by a terrible vampire in a suspense and horror film shown on T.V.,Negative
 I knew this would happen some day ... ,Negative
"The waitress returns , now indignant with her boss for his bought-and-paid-for apathy . ",Negative
 I can't open the door . ,Neutral
When I was accepted to study at this school I was very happy.,Positive
When I was an exploration with my friends and almost got lost in an unfamiliar environment.  It was getting dark and we did not know how to get back home.,Negative
` You can imagine our horror at finding a false ceiling in a secure establishment and ducts like this . ,Negative
"Oh , man . I had the best supper last night . My wife made a stir-fry and it was amazing ! ",Positive
" Sorry , we can ’ t come down any more . ",Negative
"Charlotte made to reply , but suddenly felt exasperated and wearied by the hoops she had been obliged to jump through . ",Negative
"Barely registering Gwen 's horrified face , she turned and whirled out , crashing the back door against the wall so hard that the echoes seemed to follow her fleeing figure . ",Negative
Guess what ? ,Neutral
"Motorcycle accident with two people involved, running off the road. Broke an arm, only.",Negative
"When I finally managed to get a specific sound from my guitar, after baving tried for a long time.",Positive
Having my luggage checked at Customs.,Negative
I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.,Negative
"Got a package from my parents, without even a small note enclosed.",Negative
" I had to move it , so that I can get my bike through . ",Negative
"Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream.",Negative
